id;ANTIGUEDAD;SALDO_TOTAL;SALDO_RESUMEN;CANT_TARJETAS;EDAD;ESTADO_CIVIL;SEXO;CUENTA_BASICA;INGRESOS_NETOS;MAXIMA_MORA;ENDEUDAMIENTO;SIT_MAYOR1;SEGMENTO;SITUACION;DIRTY
211;104;28476,10;7298,28;1;67;Soltero/a;FEMENINO;0;34762,22;0;0,15;0;JUBILADO PROVIN;0;0
212;81;33451,97;5704,43;1;65;Soltero/a;FEMENINO;0;46486,12;0;0,34;0;JUBILADO PROVIN;0;0
213;105;35653,18;5701,65;2;66;Casado/a;FEMENINO;0;53408,86;0;0,32;0;JUBILADO PROVIN;1;0
214;114;15992,59;8173,95;1;67;Casado/a;MASCULINO;0;32978,17;0;0,11;0;JUBILADO PROVIN;0;0
215;80;24146,29;6194,67;1;80;Viudo/a;FEMENINO;0;18093,34;0;0,27;0;JUBILADO PROVIN;0;0
216;32;19857,34;12692,52;2;80;Viudo/a;FEMENINO;0;55666,18;0;0,41;0;JUBILADO PROVIN;1;0
217;101;0,00;0,00;2;66;Soltero/a;FEMENINO;0;30790,45;4;0,00;0;JUBILADO PROVIN;1;0
218;111;18294,35;11047,10;1;77;Casado/a;FEMENINO;0;30913,41;0;0,07;0;JUBILADO PROVIN;1;0
219;111;4822,15;1322,84;1;81;Soltero/a;FEMENINO;0;14038,05;0;0,08;0;JUBILADO PROVIN;0;0
220;96;4081,16;3463,10;1;65;Casado/a;FEMENINO;0;0,00;1;538,65;0;CONVENIO;1;0
221;113;17792,77;2046,46;1;67;Viudo/a;FEMENINO;0;26592,49;0;0,27;0;JUBILADO PROVIN;1;0
222;49;3612,97;1179,80;1;66;Casado/a;FEMENINO;0;17332,39;0;0,25;25;JUBILADO PROVIN;5;0
223;100;44938,21;8162,77;1;66;Casado/a;MASCULINO;1;10695,00;7;1,05;0;JUBILADO NACION;1;0
224;104;1785,87;909,82;1;66;Casado/a;FEMENINO;0;26721,25;0;0,02;0;JUBILADO PROVIN;0;0
225;2;0,00;0,00;2;66;Casado/a;FEMENINO;1;56190,49;0;0,06;0;CONVENIO;0;0
226;96;14364,95;3336,75;1;78;Viudo/a;FEMENINO;0;30351,98;0;0,28;0;JUBILADO PROVIN;0;0
227;89;26724,38;7114,81;1;66;Divorciado/a;FEMENINO;0;34114,95;0;0,37;5;JUBILADO PROVIN;0;1
228;114;28784,87;8292,89;2;66;Soltero/a;MASCULINO;0;18614,17;52;0,42;0;JUBILADO PROVIN;0;0
229;114;20331,17;5612,58;1;67;Viudo/a;FEMENINO;0;39974,00;0;0,26;14;JUBILADO PROVIN;5;0
230;90;12771,96;4876,20;1;67;Soltero/a;MASCULINO;0;245019,82;0;0,01;0;JUBILADO PROVIN;1;0
231;90;41744,14;17344,88;2;66;Casado/a;MASCULINO;0;106144,94;0;0,27;0;JUBILADO PROVIN;1;0
232;114;9364,86;6735,77;2;66;Casado/a;MASCULINO;1;42339,19;0;0,03;0;INDEFINIDOS;0;0
233;111;24449,08;3784,54;1;67;Casado/a;FEMENINO;0;26238,70;0;0,17;0;JUBILADO PROVIN;1;0
234;114;31394,10;7148,45;1;67;Soltero/a;MASCULINO;0;28617,82;0;0,16;0;JUBILADO PROVIN;1;0
235;100;30125,71;2850,57;1;79;Viudo/a;FEMENINO;0;27328,43;1;0,00;0;JUBILADO NACION;0;0
236;31;1596,37;1102,48;1;79;Soltero/a;FEMENINO;1;18653,61;0;0,03;0;CONVENIO;1;0
237;102;11720,46;884,21;2;66;Divorciado/a;FEMENINO;0;22819,09;0;0,54;0;JUBILADO PROVIN;0;0
238;111;0,00;0,00;2;66;Soltero/a;MASCULINO;0;97158,59;29;0,00;0;JUBILADO PROVIN;1;0
239;114;793,18;793,18;1;66;Soltero/a;MASCULINO;0;29514,48;51;0,41;0;JUBILADO PROVIN;1;0
240;74;7631,21;896,21;1;66;Viudo/a;FEMENINO;0;18053,90;0;0,11;0;JUBILADO NACION;0;0
241;114;20247,41;3585,32;1;76;Casado/a;FEMENINO;0;36597,30;0;0,26;0;JUBILADO PROVIN;1;0
242;113;4275,33;1187,98;2;67;Casado/a;MASCULINO;0;42536,39;0;0,02;0;JUBILADO PROVIN;1;0
243;72;60931,17;21637,51;1;80;Viudo/a;FEMENINO;0;28473,98;12;0,48;0;JUBILADO PROVIN;1;0
244;114;38735,04;17235,85;2;67;Casado/a;FEMENINO;0;52741,88;0;0,20;0;JUBILADO PROVIN;0;0
245;101;10259,77;2019,01;1;66;Casado/a;FEMENINO;0;14038,05;0;0,31;0;JUBILADO PROVIN;0;0
246;104;24716,35;13646,44;1;80;Viudo/a;FEMENINO;0;56841,24;0;0,17;0;JUBILADO PROVIN;0;0
247;114;9129,21;7367,17;1;67;Divorciado/a;FEMENINO;0;28306,94;0;0,03;0;JUBILADO PROVIN;1;0
248;102;21204,54;1791,31;1;82;Viudo/a;FEMENINO;0;23430,39;0;0,08;0;JUBILADO PROVIN;0;0
249;104;33203,12;11711,75;1;67;Viudo/a;MASCULINO;1;54824,04;1;0,18;1;META4;1;0
250;80;20714,05;11270,12;2;66;Soltero/a;FEMENINO;0;101369,31;0;0,25;0;JUBILADO PROVIN;1;0
251;111;64415,56;21931,37;2;66;Casado/a;FEMENINO;0;80689,23;0;0,41;3;JUBILADO PROVIN;1;0
252;104;0,00;0,00;1;80;Viudo/a;FEMENINO;0;37217,89;0;0,11;0;JUBILADO PROVIN;1;0
253;52;20939,85;4471,79;1;66;Viudo/a;MASCULINO;0;18021,42;0;0,50;0;JUBILADO PROVIN;1;0
254;114;30288,14;8578,36;1;79;Soltero/a;FEMENINO;0;23939,62;0;0,23;0;JUBILADO PROVIN;1;0
255;104;40495,92;5351,60;1;66;Divorciado/a;FEMENINO;0;47074,22;0;0,11;0;JUBILADO PROVIN;1;0
256;104;2219,17;1651,82;1;66;Viudo/a;FEMENINO;0;21650,99;0;0,11;0;META4;1;0
257;14;33028,09;4425,28;1;66;Soltero/a;MASCULINO;0;46227,44;0;0,53;8;JUBILADO PROVIN;4;0
258;53;36928,34;6735,75;1;66;Casado/a;MASCULINO;0;23984,86;74;0,33;4;JUBILADO PROVIN;2;1
259;57;36408,99;14225,12;1;66;Casado/a;MASCULINO;0;74774,50;0;0,13;0;JUBILADO PROVIN;0;0
260;113;14056,47;14056,47;2;66;Casado/a;MASCULINO;0;104583,61;0;0,00;0;JUBILADO PROVIN;1;0
261;114;10971,99;3578,69;1;70;Casado/a;MASCULINO;0;20843,64;0;0,04;0;JUBILADO PROVIN;1;0
262;113;45060,57;7032,08;1;66;Soltero/a;FEMENINO;0;21508,31;0;0,13;0;JUBILADO PROVIN;0;0
263;111;23106,10;8990,02;1;67;Soltero/a;FEMENINO;0;23778,39;0;0,27;8;JUBILADO PROVIN;1;0
264;104;13182,68;7850,58;1;66;Divorciado/a;FEMENINO;0;26235,22;0;0,24;0;JUBILADO PROVIN;0;0
265;93;95146,13;17608,19;1;66;Soltero/a;FEMENINO;0;62282,70;0;0,25;0;CONVENIO;1;0
266;98;18466,63;2810,12;1;66;Soltero/a;FEMENINO;0;14293,25;0;0,41;0;JUBILADO PROVIN;0;0
267;115;70837,62;8279,75;2;65;Divorciado/a;MASCULINO;0;62715,37;0;0,41;0;JUBILADO PROVIN;1;0
268;90;21579,06;5860,84;1;66;Soltero/a;MASCULINO;0;31971,31;0;0,24;4;JUBILADO PROVIN;1;0
269;104;29824,68;12531,57;1;66;Casado/a;FEMENINO;0;27985,63;0;0,23;23;JUBILADO PROVIN;5;1
270;104;14332,21;871,52;1;66;Casado/a;FEMENINO;0;120027,56;0;0,02;0;JUBILADO PROVIN;1;0
271;104;26336,33;9084,74;2;66;Soltero/a;FEMENINO;0;71345,60;0;0,18;0;JUBILADO PROVIN;1;0
272;111;8774,28;7421,82;1;71;Viudo/a;FEMENINO;1;58683,28;0;0,02;0;JUBILADO PROVIN;0;0
273;111;1614,58;1614,58;2;66;Casado/a;MASCULINO;0;38878,98;4;0,00;0;META4;0;0
274;104;12125,01;11082,45;1;66;Soltero/a;MASCULINO;0;59996,38;1;0,02;0;JUBILADO PROVIN;1;0
275;111;3763,33;745,24;1;66;Casado/a;MASCULINO;0;21943,30;0;0,02;0;JUBILADO PROVIN;1;0
276;104;21785,12;6665,06;1;70;Divorciado/a;FEMENINO;0;36025,43;0;0,09;0;JUBILADO PROVIN;1;0
277;22;17821,66;3634,96;1;66;Casado/a;MASCULINO;0;43141,90;0;0,08;0;JUBILADO PROVIN;1;0
278;114;10203,89;6821,36;2;64;Soltero/a;FEMENINO;0;57262,31;0;0,02;0;JUBILADO PROVIN;1;0
279;20;42261,04;6220,68;2;66;Casado/a;FEMENINO;0;191152,76;0;0,03;0;JUBILADO PROVIN;1;0
280;104;31949,48;19378,34;2;66;Casado/a;MASCULINO;0;89738,21;0;0,09;0;EMPLEADO BPC;1;0
281;114;27103,23;19131,62;1;66;Divorciado/a;FEMENINO;0;62151,62;0;0,02;0;JUBILADO PROVIN;0;0
282;39;1391,00;1391,00;1;66;Divorciado/a;FEMENINO;0;36788,70;0;0,00;0;JUBILADO PROVIN;0;0
283;104;46972,45;17645,71;1;66;Viudo/a;FEMENINO;0;30891,37;0;0,31;0;META4;1;0
284;39;74219,08;23360,33;1;66;Soltero/a;FEMENINO;0;43480,61;0;0,37;2;JUBILADO PROVIN;2;0
285;106;2410,41;2410,41;2;66;Viudo/a;FEMENINO;0;46082,44;0;0,12;0;JUBILADO PROVIN;1;0
286;39;29935,05;24766,95;1;66;Soltero/a;MASCULINO;0;26249,14;0;0,42;0;JUBILADO PROVIN;0;0
287;114;1955,36;0,00;1;65;Soltero/a;MASCULINO;0;21067,52;26;0,01;0;JUBILADO NACION;1;0
288;15;6211,92;3750,45;1;65;Soltero/a;FEMENINO;0;12233,13;0;0,17;0;META4;1;0
289;114;622,95;622,95;0;68;Soltero/a;FEMENINO;0;25213,28;18;0,02;0;JUBILADO PROVIN;1;0
290;114;76908,61;38161,34;2;66;Soltero/a;MASCULINO;0;61889,46;0;0,48;1;JUBILADO PROVIN;1;0
291;114;57014,62;11792,41;2;65;Casado/a;FEMENINO;0;50513,56;0;0,23;0;JUBILADO PROVIN;0;0
292;113;38205,41;12227,62;1;66;Casado/a;FEMENINO;0;33569,76;0;0,17;0;JUBILADO PROVIN;0;0
293;114;59952,27;31903,65;2;66;Soltero/a;FEMENINO;0;36093,87;1;0,63;3;JUBILADO PROVIN;1;1
294;114;5859,65;5859,65;1;71;Casado/a;MASCULINO;0;47042,91;0;0,00;0;JUBILADO PROVIN;0;0
295;113;43413,31;26698,78;2;66;Soltero/a;FEMENINO;0;53070,15;0;0,16;0;JUBILADO PROVIN;0;0
296;90;1771,23;798,32;1;66;Casado/a;FEMENINO;0;34894,46;0;0,03;0;JUBILADO PROVIN;1;0
297;111;25262,65;7202,32;2;80;Soltero/a;MASCULINO;0;28641,02;0;0,43;0;JUBILADO PROVIN;0;0
298;104;15135,26;1956,77;1;63;Soltero/a;MASCULINO;0;50687,56;34;0,04;3;CONVENIO;1;0
299;114;4604,90;1655,41;1;66;Soltero/a;FEMENINO;0;24111,30;0;0,27;0;JUBILADO PROVIN;1;0
300;57;2366,47;2089,02;2;66;Soltero/a;FEMENINO;0;52348,64;0;0,14;0;JUBILADO PROVIN;1;0
301;39;93711,60;48153,15;1;65;Divorciado/a;FEMENINO;0;1570,61;34;12,93;0;INDEFINIDOS;1;1
302;106;0,00;0,00;2;79;Viudo/a;FEMENINO;0;34600,98;0;0,49;14;JUBILADO PROVIN;3;0
303;71;12524,82;4865,12;2;66;Soltero/a;MASCULINO;0;108118,06;0;0,02;0;JUBILADO PROVIN;1;0
304;100;6767,07;2651,83;1;85;Viudo/a;MASCULINO;0;22541,85;0;0,09;0;JUBILADO PROVIN;0;0
305;105;654,83;654,83;1;66;Viudo/a;FEMENINO;0;23400,23;0;0,05;0;JUBILADO PROVIN;1;0
306;90;589,16;589,16;1;65;Divorciado/a;MASCULINO;0;30230,19;0;0,09;13;JUBILADO PROVIN;5;0
307;113;5702,10;5702,10;2;67;Casado/a;MASCULINO;0;50721,20;0;0,00;1;JUBILADO PROVIN;0;0
308;104;57907,18;24740,77;1;66;Divorciado/a;FEMENINO;0;62404,49;0;0,14;0;JUBILADO PROVIN;0;0
309;37;139741,18;67111,02;2;66;Casado/a;MASCULINO;0;90353,00;0;0,57;0;JUBILADO PROVIN;1;0
310;113;21441,70;6286,91;1;65;Soltero/a;FEMENINO;0;72754,98;0;0,04;0;JUBILADO PROVIN;1;0
311;114;36413,13;8069,77;1;65;Casado/a;FEMENINO;0;21882,98;0;0,25;0;JUBILADO PROVIN;0;0
312;114;839,86;839,86;0;76;Casado/a;MASCULINO;0;60122,82;0;0,00;0;JUBILADO PROVIN;0;0
313;55;9913,53;1748,77;1;64;Soltero/a;FEMENINO;0;0,00;0;337,08;0;CONVENIO;1;0
314;107;21397,65;8552,31;2;64;Viudo/a;FEMENINO;0;45015,26;0;0,32;2;JUBILADO PROVIN;2;1
315;39;296,00;296,00;1;65;Casado/a;MASCULINO;0;19817,06;0;0,00;0;CONVENIO;0;0
316;107;71303,99;22840,34;2;65;Divorciado/a;FEMENINO;0;48122,84;0;0,69;7;JUBILADO PROVIN;1;0
317;52;5305,59;1464,22;1;65;Casado/a;MASCULINO;0;36583,38;0;0,30;0;JUBILADO NACION;1;0
318;90;9819,47;1067,85;1;65;Casado/a;FEMENINO;0;27291,96;0;0,19;21;JUBILADO PROVIN;3;1
319;113;18390,16;6290,75;1;65;Casado/a;FEMENINO;0;26805,93;0;0,14;0;JUBILADO PROVIN;1;0
320;20;1193,96;875,98;1;65;Viudo/a;FEMENINO;0;27309,36;0;0,08;0;JUBILADO PROVIN;0;0
321;110;37850,38;21945,44;2;69;Casado/a;MASCULINO;0;64888,01;0;0,09;0;JUBILADO PROVIN;0;0
322;104;42152,32;10685,91;1;65;Viudo/a;FEMENINO;0;29270,88;3;0,43;2;META4;0;0
323;114;14214,18;2465,70;2;65;Soltero/a;MASCULINO;1;103341,27;0;0,03;0;JUBILADO PROVIN;1;0
324;104;24323,28;10793,76;2;65;Soltero/a;FEMENINO;0;35647,28;0;0,47;0;JUBILADO PROVIN;1;0
325;15;1257,48;698,60;1;65;Soltero/a;MASCULINO;0;21646,35;0;0,01;0;META4;1;0
326;85;6897,42;1752,52;1;65;Soltero/a;FEMENINO;0;26621,49;0;0,05;0;META4;0;0
327;39;18646,13;2916,12;1;65;Soltero/a;MASCULINO;0;24571,81;0;0,12;0;META4;0;0
328;27;8121,74;2693,81;1;65;Viudo/a;FEMENINO;0;21886,46;0;0,23;0;JUBILADO PROVIN;1;0
329;62;12440,21;2364,79;1;65;Soltero/a;MASCULINO;0;31782,24;0;0,23;9;JUBILADO PROVIN;1;0
330;32;41178,38;23764,74;1;66;Conviviente;FEMENINO;0;23916,43;0;0,61;0;META4;1;1
331;79;19313,68;7543,74;2;67;Soltero/a;FEMENINO;0;40730,31;5;0,65;23;CONVENIO;5;1
332;104;10643,09;3180,26;1;65;Casado/a;FEMENINO;0;82342,19;0;0,06;0;JUBILADO PROVIN;1;0
333;93;8041,02;1313,34;1;65;Soltero/a;FEMENINO;0;26295,54;0;0,14;2;JUBILADO PROVIN;1;0
334;115;5966,83;3357,97;2;65;Viudo/a;FEMENINO;1;39153,90;0;0,03;0;JUBILADO PROVIN;0;0
335;104;9941,18;5677,97;1;65;Casado/a;FEMENINO;0;41432,09;0;0,06;0;JUBILADO PROVIN;0;0
336;104;7981,25;7981,25;1;72;Soltero/a;FEMENINO;0;26867,41;0;0,00;0;JUBILADO PROVIN;1;0
337;31;10844,66;2798,98;1;65;Viudo/a;FEMENINO;1;109971,71;0;0,17;6;JUBILADO PROVIN;1;0
338;47;1505,31;323,59;1;71;Viudo/a;FEMENINO;0;66284,62;0;0,41;0;JUBILADO PROVIN;0;0
339;104;8199,61;1524,48;1;69;Divorciado/a;FEMENINO;0;28123,67;0;0,05;0;JUBILADO PROVIN;1;0
340;35;34056,40;11350,94;1;70;Soltero/a;FEMENINO;0;25491,68;0;0,46;0;META4;0;0
341;104;18317,92;5760,91;2;65;Divorciado/a;FEMENINO;0;34882,86;0;0,45;2;JUBILADO PROVIN;1;0
342;113;29141,75;4568,65;2;68;Casado/a;FEMENINO;0;35022,05;0;0,20;0;JUBILADO PROVIN;1;0
343;28;6482,51;2364,42;2;65;Soltero/a;MASCULINO;0;0,00;3;1265,58;0;INDEFINIDOS;1;0
344;115;355891,42;300739,89;2;64;Casado/a;MASCULINO;0;214127,29;0;0,32;3;META4;0;0
345;104;3243,83;3243,83;0;65;Soltero/a;FEMENINO;0;43582,69;0;0,00;6;META4;1;0
346;17;42347,28;11539,60;1;56;Soltero/a;FEMENINO;0;58284,25;0;0,43;0;JUBILADO PROVIN;1;0
347;0;0,00;0,00;0;63;Casado/a;MASCULINO;0;50859,87;0;0,15;0;JUBILADO PROVIN;0;0
348;63;59847,49;23901,77;2;65;Soltero/a;MASCULINO;0;60995,12;0;0,37;0;JUBILADO PROVIN;1;0
349;102;2813,32;2813,32;1;73;Casado/a;MASCULINO;0;42739,39;0;0,00;0;JUBILADO PROVIN;1;0
350;114;24531,53;8243,71;2;65;Divorciado/a;MASCULINO;0;57207,79;0;0,23;0;CONVENIO;1;0
351;114;17763,74;6032,29;1;65;Casado/a;FEMENINO;0;39790,72;0;0,08;0;JUBILADO PROVIN;0;0
352;110;15636,85;7568,93;2;65;Soltero/a;FEMENINO;0;65635,03;1;0,12;0;CONVENIO;1;0
353;114;9023,30;2670,42;1;65;Divorciado/a;FEMENINO;0;29180,41;5;0,15;0;META4;0;0
354;67;14043,36;2348,68;1;79;Viudo/a;MASCULINO;0;26111,10;8;0,08;0;JUBILADO NACION;1;0
355;111;5853,99;2521,91;1;74;Casado/a;MASCULINO;0;82882,74;0;0,03;0;JUBILADO PROVIN;1;0
356;64;12606,77;4242,56;1;65;Soltero/a;MASCULINO;0;23300,48;5;0,40;0;META4;1;0
357;104;36070,93;18920,35;1;65;Divorciado/a;FEMENINO;0;87796,41;0;0,59;0;JUBILADO PROVIN;1;0
358;111;12580,71;7504,82;1;80;Soltero/a;FEMENINO;1;41618,85;0;0,16;0;JUBILADO PROVIN;1;0
359;63;3932,20;2055,98;1;65;Casado/a;FEMENINO;0;41586,37;0;0,05;0;JUBILADO PROVIN;0;0
360;34;15507,51;1918,44;1;65;Soltero/a;MASCULINO;0;41509,81;5;0,25;4;JUBILADO PROVIN;3;0
361;69;10646,99;5788,77;1;65;Viudo/a;FEMENINO;0;9718,30;3;0,38;0;JUBILADO NACION;0;0
362;104;15086,88;3032,60;2;65;Soltero/a;FEMENINO;0;42175,64;0;0,17;0;JUBILADO PROVIN;1;0
363;111;17026,50;6706,61;1;65;Casado/a;MASCULINO;0;45333,10;0;0,06;0;JUBILADO PROVIN;1;0
364;104;17454,00;6082,87;2;64;Viudo/a;FEMENINO;0;89003,95;0;0,20;0;JUBILADO PROVIN;1;0
365;19;42650,49;8044,14;1;65;Casado/a;MASCULINO;0;21311,11;20;0,27;0;JUBILADO NACION;0;0
366;111;7155,16;3266,28;1;74;Viudo/a;MASCULINO;0;21911,98;0;0,32;0;JUBILADO PROVIN;0;0
367;113;4667,30;1555,74;1;65;Divorciado/a;FEMENINO;0;14243,37;50;0,08;0;JUBILADO PROVIN;0;0
368;113;23040,17;9798,01;2;65;Viudo/a;FEMENINO;0;52103,89;0;0,09;3;JUBILADO PROVIN;1;0
369;63;57551,96;27476,34;1;65;Casado/a;FEMENINO;0;47164,70;0;0,38;4;JUBILADO PROVIN;3;0
370;86;407,75;407,75;1;65;Casado/a;FEMENINO;0;0,00;10;6010,59;0;CONVENIO;1;1
371;114;0,00;0,00;1;65;Soltero/a;MASCULINO;0;63700,19;0;0,00;0;JUBILADO PROVIN;0;0
372;113;28216,64;12238,82;1;67;Viudo/a;FEMENINO;0;39624,85;0;0,12;0;JUBILADO PROVIN;0;0
373;93;16761,83;6698,70;1;65;Viudo/a;FEMENINO;0;16007,70;0;0,55;0;CONVENIO;1;0
374;114;41320,75;6644,82;1;66;Soltero/a;MASCULINO;0;26347,74;11;0,22;0;JUBILADO PROVIN;1;0
375;114;20403,49;12380,54;1;65;Soltero/a;FEMENINO;0;66616,37;0;0,05;0;META4;1;0
376;17;11051,91;3573,49;1;65;Soltero/a;FEMENINO;0;21843,54;0;0,28;0;JUBILADO PROVIN;1;0
377;93;0,00;0,00;2;64;Soltero/a;FEMENINO;0;51616,70;0;0,12;0;META4;1;0
378;34;20742,49;4937,71;0;64;Soltero/a;FEMENINO;0;25911,59;0;0,45;14;JUBILADO PROVIN;5;0
379;59;0,00;0,00;2;69;Casado/a;FEMENINO;0;27847,59;0;0,15;0;JUBILADO PROVIN;0;0
380;56;46619,51;18923,27;1;64;Casado/a;FEMENINO;0;35900,16;0;0,35;0;JUBILADO PROVIN;0;0
381;77;60142,10;15882,74;1;65;Casado/a;FEMENINO;0;27837,15;0;0,60;2;JUBILADO PROVIN;0;1
382;68;9121,62;5551,48;2;64;Viudo/a;FEMENINO;0;48533,48;1;0,39;23;JUBILADO PROVIN;2;0
383;104;28603,50;20075,85;1;63;Casado/a;MASCULINO;0;32580,30;0;0,34;0;JUBILADO PROVIN;0;0
384;39;51929,75;4441,43;1;65;Soltero/a;MASCULINO;0;83322,38;0;0,04;0;JUBILADO PROVIN;0;0
385;104;7667,63;2417,62;1;69;Divorciado/a;MASCULINO;0;26164,46;0;0,32;0;JUBILADO PROVIN;1;0
386;104;6189,27;2935,88;2;64;Casado/a;FEMENINO;0;33610,36;0;0,03;0;JUBILADO PROVIN;0;0
387;114;26251,22;2034,22;0;65;Soltero/a;FEMENINO;0;28323,18;0;0,07;0;JUBILADO PROVIN;0;0
388;110;8507,62;3729,48;1;64;Casado/a;MASCULINO;0;23309,76;0;0,12;0;JUBILADO PROVIN;0;0
389;114;0,00;0,00;2;64;Soltero/a;MASCULINO;0;60490,53;0;0,00;0;JUBILADO PROVIN;1;0
390;111;35477,02;10653,20;2;64;Divorciado/a;FEMENINO;0;69423,52;0;0,08;0;JUBILADO PROVIN;1;0
391;17;63307,52;6552,26;1;64;Casado/a;MASCULINO;0;30209,31;0;0,21;0;META4;1;0
392;113;90714,15;32221,87;2;64;Soltero/a;FEMENINO;0;50267,64;0;0,60;0;JUBILADO PROVIN;1;0
393;39;27323,55;5963,34;1;65;Soltero/a;FEMENINO;0;44836,63;0;0,20;0;JUBILADO PROVIN;1;0
394;114;16402,06;11658,74;1;74;Viudo/a;FEMENINO;0;15111,03;0;0,35;1;JUBILADO PROVIN;1;0
395;106;7444,97;4739,26;1;75;Viudo/a;FEMENINO;1;52708,24;0;0,03;0;JUBILADO PROVIN;1;0
396;114;9691,03;3402,00;1;64;Casado/a;FEMENINO;0;56053,61;0;0,03;0;JUBILADO PROVIN;1;0
397;102;31062,54;8987,70;1;64;Casado/a;MASCULINO;0;26686,45;0;0,46;8;META4;2;0
398;46;20025,90;6741,73;1;64;Soltero/a;MASCULINO;0;34856,18;0;0,19;0;META4;0;0
399;39;61348,35;20749,38;1;64;Casado/a;MASCULINO;0;43673,17;0;0,44;0;JUBILADO PROVIN;0;0
400;49;48536,88;4221,06;2;64;Soltero/a;MASCULINO;0;55662,70;4;0,45;1;JUBILADO PROVIN;1;0
401;27;16989,97;5613,68;1;64;Casado/a;FEMENINO;0;27046,05;0;0,33;0;JUBILADO PROVIN;1;0
402;114;45447,95;7832,29;1;65;Casado/a;MASCULINO;0;39694,45;0;0,09;0;META4;0;0
403;114;19876,82;10404,50;2;64;Casado/a;FEMENINO;0;54929,60;0;0,36;20;JUBILADO PROVIN;5;1
404;104;2161,10;1532,77;1;70;Viudo/a;FEMENINO;0;18994,64;0;0,03;0;JUBILADO PROVIN;1;0
405;51;91658,13;19296,05;1;64;Casado/a;MASCULINO;0;33429,40;36;0,49;6;JUBILADO PROVIN;1;0
406;113;30070,77;4791,33;1;70;Soltero/a;FEMENINO;0;63783,71;0;0,07;0;JUBILADO PROVIN;1;0
407;46;38373,15;10140,51;2;65;Divorciado/a;MASCULINO;0;39033,26;0;0,23;4;META4;2;0
408;104;23681,41;9950,14;2;64;Casado/a;FEMENINO;0;52972,71;0;0,44;6;JUBILADO PROVIN;3;0
409;37;19604,35;4331,60;2;65;Soltero/a;MASCULINO;0;83671,53;0;0,27;2;JUBILADO PROVIN;0;0
410;46;18296,70;1676,97;1;64;Soltero/a;FEMENINO;0;28299,98;0;0,05;0;JUBILADO PROVIN;1;0
411;86;29756,87;29978,73;1;64;Viudo/a;FEMENINO;0;97199,19;0;0,00;0;JUBILADO PROVIN;1;0
412;114;15045,93;3517,46;1;65;Casado/a;FEMENINO;0;67957,31;0;0,07;0;JUBILADO PROVIN;1;0
413;114;10772,16;4534,36;1;64;Soltero/a;MASCULINO;0;45908,45;0;0,16;0;META4;0;0
414;91;18209,05;4603,29;2;62;Casado/a;MASCULINO;0;0,00;31;4725,61;0;CONVENIO;1;0
415;17;29030,21;7075,14;1;64;Casado/a;MASCULINO;0;28043,63;0;0,17;0;CONVENIO;0;0
416;114;5930,60;2071,31;1;68;Casado/a;FEMENINO;0;70796,93;0;0,03;0;JUBILADO PROVIN;0;0
417;110;19620,38;9042,35;1;64;Casado/a;MASCULINO;0;53586,34;1;0,34;23;JUBILADO PROVIN;5;1
418;114;789,52;360,93;2;64;Soltero/a;MASCULINO;0;38643,51;0;0,08;0;JUBILADO PROVIN;1;0
419;114;1174,12;1174,12;1;65;Soltero/a;FEMENINO;0;25053,20;0;0,18;0;JUBILADO PROVIN;0;0
420;114;40991,42;8902,14;2;64;Casado/a;MASCULINO;0;51632,94;0;0,19;0;JUBILADO PROVIN;1;0
421;63;30651,83;10419,47;1;64;Casado/a;FEMENINO;0;33431,72;0;0,30;0;JUBILADO PROVIN;1;0
422;50;30857,21;12605,99;1;64;Viudo/a;FEMENINO;0;14812,92;0;0,73;6;JUBILADO PROVIN;1;1
423;114;7797,11;2035,53;1;65;Casado/a;FEMENINO;0;22719,33;0;0,08;0;JUBILADO PROVIN;0;0
424;113;54891,73;24973,12;1;64;Casado/a;FEMENINO;0;45102,26;0;0,49;4;JUBILADO PROVIN;1;0
425;114;1359,55;1359,55;2;64;Casado/a;MASCULINO;0;54869,28;0;0,00;0;JUBILADO PROVIN;0;0
426;114;34226,20;7321,76;1;64;Soltero/a;FEMENINO;0;49535,70;0;0,11;0;JUBILADO PROVIN;1;0
427;104;13106,83;3556,42;1;64;Divorciado/a;MASCULINO;0;32261,31;0;0,19;0;JUBILADO PROVIN;0;0
428;104;17234,43;9609,92;1;64;Divorciado/a;FEMENINO;0;45057,02;0;0,21;3;JUBILADO PROVIN;0;0
429;102;10209,50;5263,96;2;64;Soltero/a;MASCULINO;0;47267,94;0;0,23;0;JUBILADO PROVIN;1;1
430;113;43077,25;27646,10;1;64;Divorciado/a;FEMENINO;0;37533,41;0;0,18;0;JUBILADO PROVIN;1;0
431;39;4118,09;4118,09;0;64;Soltero/a;FEMENINO;0;28650,30;0;0,22;7;META4;0;0
432;104;0,00;0,00;1;69;Viudo/a;FEMENINO;0;30896,01;0;0,00;0;JUBILADO PROVIN;0;0
433;90;31113,64;7581,42;1;64;Viudo/a;FEMENINO;0;15601,70;0;0,37;12;JUBILADO PROVIN;0;0
434;113;19602,09;2939,43;1;70;Soltero/a;FEMENINO;0;63425,27;0;0,08;0;JUBILADO PROVIN;1;0
435;114;28975,13;17347,75;1;65;Casado/a;FEMENINO;1;9333,18;1;0,34;0;JUBILADO NACION;0;0
436;114;15910,89;11424,19;2;63;Casado/a;MASCULINO;0;53242,99;0;0,06;0;JUBILADO PROVIN;0;0
